"","names","Freq"
"16592","Horace N. Pym",1
"16593","Horace Newton Allen",1
"16594","Horace Petherick",1
"16595","Horace Plunkett",1
"16596","Horace Raisson",1
"16597","Horace Smith",1
"16598","Horace White",1
"16599","Horace William Petherick",1
"16600","Horace Wyatt",1
"16601","Horace Wyndham",1
"16602","Horacio C. Rivarola",1
"16603","Horatia K. F. Eden",1
"16604","Horatio  Alger Jr.",1
"16605","Horatio Alger and Arthur M. Winfield",1
"16606","Horatio Edward Norfolk",1
"16607","Horatio Hale",1
"16608","Horatio Milo Pollock",1
"16609","Horatio N. Grant",1
"16610","Horatio R. Storer",1
"16611","Horatio Storer",1
"16612","Horatio Winslow",1
"16613","Horatio, Jr. Alger",1
"16614","Hosea Quinby",1
"16615","Houdini",1
"16616","Houghton Townley",1
"16617","Howard & Bullough American Machine Company, Ltd.",1
"16618","Howard Angus Kennedy",1
"16619","Howard B. Grose",1
"16620","Howard D. Pollyen",1
"16621","Howard Dudley",1
"16622","Howard Futhey Brinton",1
"16623","Howard Hensman",1
"16624","Howard I. Pyle",1
"16625","Howard J. Chidley",1
"16626","Howard J. Stains",1
"16627","Howard L. Chace",1
"16628","Howard L. Myers",1
"16629","Howard Lamarr Walls",1
"16630","Howard M. Chapin",1
"16631","Howard R. Driggs",1
"16632","Howard Roger Garis (1873-1962)",1
"16633","Howard Staunton and ""Modern Authorities""",1
"16634","Howard V. Sutherland",1
"16635","Howard Vincent O'Brien",1
"16636","Howard W. Cook",1
"16637","Howard W. Odum",1
"16638","Howard Willoughby",1
"16639","Howell Calhoun",1
"16640","Hsi Tzu Chu",1
"16641","Hsientsu Tang",1
"16642","Hsiu-Jen Wei",1
"16643","Hsiyun Huang Bo",1
"16644","Hua Tzang Ju Ren Tian",1
"16645","Huan Mee",1
"16646","Huber Gray Buehler",1
"16647","Hubert Bland",1
"16648","Hubert C. Corlette",1
"16649","Hubert Crackanthorpe",1
"16650","Hubert D. Henderson",1
"16651","Hubert Foster",1
"16652","Hubert G. Shearin",1
"16653","Hubert J. Treston",1
"16654","Hubert Renfro Knickerbocker",1
"16655","Hubert Smith",1
"16656","Hubertine Auclert",1
"16657","Hudson Douglas",1
"16658","Hudson Tuttle",1
"16659","Hudson, W. H.",1
"16660","Hugh  Walpole",1
"16661","Hugh Allen",1
"16662","Hugh Allingham",1
"16663","Hugh Arnold",1
"16664","Hugh Binning",1
"16665","Hugh Black",1
"16666","Hugh Blair Grigsby",1
"16667","Hugh Charles Clifford",1
"16668","Hugh Clifford",1
"16669","Hugh Dalton",1
"16670","Hugh De Selincourt",1
"16671","Hugh E. Seebohm",1
"16672","Hugh Frazier Parker",1
"16673","Hugh Garner Bennett",1
"16674","Hugh George Edmund Durnford",1
"16675","Hugh Gibson",1
"16676","Hugh Graham",1
"16677","Hugh Henry Brackenridge",1
"16678","Hugh Jones",1
"16679","Hugh Lundsford",1
"16680","Hugh M. Smith",1
"16681","Hugh Macmillan",1
"16682","Hugh Mulleneux Walmsley",1
"16683","Hugh Piper",1
"16684","Hugh Quigley",1
"16685","Hugh Roberts",1
"16686","Hugh S. Fullerton",1
"16687","Hugh Smith",1
"16688","Hugh Stuart Fullerton",1
"16689","Hugh T. Reed",1
"16690","Hugh Walker",1
"16691","Hugh Wiley",1
"16692","Hugo Bettauer",1
"16693","Hugo Blümner",1
"16694","Hugo de Vries",1
"16695","Hugo De Vries",1
"16696","Hugo Ganz",1
"16697","Hugo Gernsback",1
"16698","Hugo H. Miller",1
"16699","Hugo Magnus",1
"16700","Hugo Münsterberg",1
"16701","Hugo P.  Thieme",1
"16702","Hugo Paul Thieme (1870-1940)",1
"16703","Hugo Richard Meyer",1
"16704","Hugo Salus",1
"16705","Hugo Wast",1
"16706","Hui-Neng Shi",1
"16707","Hui Liu",1
"16708","Huldah Lucile Winstead",1
"16709","Hume Cook",1
"16710","Hume Nesbit",1
"16711","Hume Nisbet",1
"16712","Humphrey Crouch",1
"16713","Humphrey Robinson",1
"16714","Humphry Davy",1
"16715","Humphry Davy Rolleston",1
"16716","Hurlo Thrumbo (pseudonym)",1
"16717","Huron H. Smith",1
"16718","Hurry Bungsho Jabberjee",1
"16719","Hurst",1
"16720","Hyacinthe Corne",1
"16721","Hyacinthe Ringrose",1
"16722","Hylton Cleaver",1
"16723","Hyman Gerson Enelow",1
"16724","Hypacio de Brion",1
"16725","I Ming",1
"16726","I. _Author:_",1
"16727","I. A. Gontsharov",1
"16728","I. B. (Illtyd Buller) Pole-Evans",1
"16729","I. E. M.",1
"16730","I. F. C. Hecker",1
"16731","I. J. Hill",1
"16732","I. Jaros",1
"16733","I. L. (Irwin Leslie) Gordon",1
"16734","I. M. Bukstein",1
"16735","I. M. Haldeman",1
"16736","I. N. Johnston",1
"16737","I. N. Potapenko",1
"16738","I. Platts",1
"16739","I. S. Turgenev",1
"16740","I.B. Pole Capart",1
"16741","Iacopone da Todi",1
"16742","Ian B. Stoughton Holborn",1
"16743","Ian C. Hannah",1
"16744","Ian Standish Monteith Hamilton",1
"16745","Ianthe Dunbar",1
"16746","Ibn Tufail",1
"16747","Ichabod S. Spencer",1
"16748","Ida (Ida Louisa) Lee",1
"16749","Ida A. Pratt",1
"16750","Ida Ashworth Taylor",1
"16751","Ida Baccini",1
"16752","Ida Boy-Ed",1
"16753","Ida Cassa Heffron",1
"16754","Ida D. Bennett",1
"16755","Ida Dandridge Bennett",1
"16756","Ida Dorman Morris",1
"16757","Ida Glenwood",1
"16758","Ida Hamilton Munsell",1
"16759","Ida Heijermans",1
"16760","Ida M. (Ida Minerva) Tarbell",1
"16761","Ida Saint-Elme, 1778-1845",1
"16762","Idabelle McGlauflin",1
"16763","Idah Meacham Strobridge",1
"16764","Ierne Lifford Plunket",1
"16765","Iginio Gentile",1
"16766","Ignacio Manuel Altamirano",1
"16767","Ignatius Sancho",1
"16768","Ignaz Goldziher",1
"16769","Ignaz Lehmann",1
"16770","Ignazio Cantù",1
"16771","Iivo Härkönen",1
"16772","Ike Matthews",1
"16773","Ike Swift",1
"16774","Illustrated American, 1897-98. (verse) Orion and Other Poems,",1
"16775","Ilmari Tulimaa",1
"16776","Ilsien Nathalie Gaylord",1
"16777","Im Bang",1
"16778","Immi Hellén",1
"16779","immutable 'In God we trust;' and from this legend I augur",1
"16780","Imogen Clark",1
"16781","in 1874. Contributor to Eastern and Pacific Coast magazines. _Author:_",1
"16782","in 1908. ""Zebedee V.,"" 1912; ""The Land of Content,""",1
"16783","in California. Has written poems for the magazines. _Author:_ Reed",1
"16784","in Florence, Italy. (verse) Far from To-day; Allegretto (light",1
"16785","in the opening passage by its ""This is that which hath descended",1
"16786","Ina Coolbrith",1
"16787","Ina Seidel",1
"16788","Ina Ten Eyck Firkins",1
"16789","Ina von Binzer",1
"16790","Inazo Nitobé",1
"16791","Independent. _Author:_ Poems, 1880. Later Poems. _Address:_ Petaluma,",1
"16792","Inez Hogan",1
"16793","Ingeborg Maria Sick",1
"16794","Ingimundur Sveinsson",1
"16795","Ingraham Lovell",1
"16796","Ingvor Bondesen",1
"16797","Inigo Jones",1
"16798","Innes Logan",1
"16799","Inspector Stark",1
"16800","Intercollegiate Peace Association",1
"16801","Intercontinental Railway",1
"16802","International Institute of Bibliography",1
"16803","Ioan Slavici",1
"16804","Iola Beebe",1
"16805","Ion Dragoumis",1
"16806","Ion Luca Caragiale",1
"16807","Ira L. Reeves",1
"16808","Ira Mayhew",1
"16809","Ira Seymour Dodd",1
"16810","Ira. S. Griffith, A.B.",1
"16811","Irene Forbes-Mosse",1
"16812","Irene Langridge",1
"16813","Irene Miller",1
"16814","Iris Barry",1
"16815","Iris Tree",1
"16816","Irma von Troll-Borostyání",1
"16817","Iron Gray",1
"16818","Irving A. Watson",1
"16819","Irving B. Cook",1
"16820","Irving Babbitt",1
"16821","Irving Browne",1
"16822","Irving C. Rosse",1
"16823","Irving Craddock",1
"16824","Irving Fang",1
"16825","Irving Fisher and Eugene Fisk",1
"16826","Irving Howbert",1
"16827","Irving Pichel",1
"16828","Irving S. Paull",1
"16829","Irving W. Lande",1
"16830","Irving Washington",1
"16831","Irwin Edman",1
"16832","Irwin Lewis",1
"16833","Irwin R. Franklyn",1
"16834","is more condemnable than the curiosity of the for commonly he",1
"16835","Isa Bowman",1
"16836","Isaac  D'Israeli",1
"16837","Isaac  Disraeli",1
"16838","Isaac & sons Pitman",1
"16839","Isaac A. Hourwich",1
"16840","Isaac Alexander Mack",1
"16841","Isaac Allen",1
"16842","Isaac Barrow",1
"16843","Isaac C. Doan",1
"16844","Isaac Davis",1
"16845","Isaac Erter",1
"16846","Isaac F. Marcosson",1
"16847","Isaac Frederick Marcosson and Daniel Frohman",1
"16848","Isaac G. Briggs",1
"16849","Isaac Goldberg",1
"16850","Isaac Groneman",1
"16851","Isaac Hermann",1
"16852","Isaac Husik",1
"16853","Isaac I. Hayes",1
"16854","Isaac Loeb Peretz",1
"16855","Isaac Mason",1
"16856","Isaac Massey Haldeman",1
"16857","Isaac McBride",1
"16858","Isaac Myer",1
"16859","Isaac N. Stevens",1
"16860","Isaac Newton Arnold",1
"16861","Isaac Phillips Roberts",1
"16862","Isaac Rosenberg",1
"16863","Isaac Samuele Reggio",1
"16864","Isaac Slater",1
"16865","Isaac Terry",1
"16866","Isaac Weld",1
"16867","Isaac Winter Heysinger",1
"16868","Isabel Byrum",1
"16869","Isabel Cecilia Williams",1
"16870","Isabel F. Hapgood",1
"16871","Isabel Florence Hapgood",1
"16872","Isabel Giberne Sieveking",1
"16873","Isabel Graham Bush",1
"16874","Isabel Katherine Hornibrook",1
"16875","Isabel Martin Lewis",1
"16876","Isabel Maud Peacocke",1
"16877","Isabel Savory",1
"16878","Isabel Thompson",1
"16879","Isabel Thompson Hopkins",1
"16880","Isabella  Graham",1
"16881","Isabella Alden",1
"16882","Isabella Banks",1
"16883","Isabella Beeton",1
"16884","Isabella Bird Bishop",1
"16885","Isabella Field Judson",1
"16886","Isabella M. Aldon",1
"16887","Isabella M. Anderton",1
"16888","Isabella M. Holmes",1
"16889","Isabella Mary Beeton",1
"16890","Isabella Strange Trotter",1
"16891","Isabelle Eberhardt",1
"16892","Isabelo de los Reyes",1
"16893","Isabelo De los Reyes y Florentino",1
"16894","Isaiah Bowman",1
"16895","Isambard Brunel",1
"16896","Isidor Isaak Sadger",1
"16897","Isidore Ducasse",1
"16898","Isidore Kozminsky",1
"16899","Isidoro Del Lungo",1
"16900","Isla May Mullins",1
"16901","Ismael Alberto Amado",1
"16902","Isolde Kurz",1
"16903","Israel  Zangwill",1
"16904","Israel Abrahams",1
"16905","Israel C. Russell",1
"16906","Israel Cook Russell",1
"16907","Israel Mauduit",1
"16908","Israel Querido",1
"16909","István Apáthy",1
"16910","István Bársony",1
"16911","István Toldy",1
"16912","Isya Joseph",1
"16913","it was restored.”  “Well, and you tried another art Mr.",1
"16914","Ithamar Howell",1
"16915","IV. _Author:_ Moses.",1
"16916","Ivan Alekseyevich Bunin",1
"16917","Ivan Bunin",1
"16918","Ivan Cankar",1
"16919","Ivan Goncharov",1
"16920","Ivan Panin",1
"16921","Ivan Ray Tannehill",1
"16922","Ivan Sergheievitch Turgenef",1
"16923","Ivan Toergenev",1
"16924","Iván Turgénieff",1
"16925","Ivana Brlic-Mazuranic",1
"16926","Ivar Jorgensen (AKA Randall Garrett)",1
"16927","Ivar Wilskman",1
"16928","Ivo D'Evreux",1
"16929","Ivo Struyf",1
"16930","Ivor Brown",1
"16931","Ivor Noel Hume",1
"16932","Iwan Turgenjew",1
"16933","Izaak Walton",1
"16934","Izola Forrester",1
"16935","Izola L. (Izola Louise) Forrester",1
"16936","J Lort Stokes",1
"16937","J.-F. Audibert",1
"16938","J.-K. (Joris-Karl) Huysmans",1
"16939","J.-K. Huysmans",1
"16940","J. (Jenny) Blicher-Clausen",1
"16941","J. (John) Biddulph",1
"16942","J. (John) Joly",1
"16943","J. A. (Jens Andreas) Friis",1
"16944","J. A. (Joseph Anthony) Gillet and W. J. (William James) Rolfe",1
"16945","J. A. Anderson",1
"16946","J. A. Costello",1
"16947","J. A. Cramb",1
"16948","J. A. Currie",1
"16949","J. A. Dacus",1
"16950","J. A. Filcher",1
"16951","J. A. Graves",1
"16952","J. A. Hammerton",1
"16953","J. A. Holland",1
"16954","J. A. Le Roi",1
"16955","J. A. MacCulloch",1
"16956","J. A. Maunu",1
"16957","J. A. Nicklin",1
"16958","J. A. V. Turck",1
"16959","J. A. Warder",1
"16960","J. A. Wijnne",1
"16961","J. A. Wormser",1
"16962","J. Adams Puffer",1
"16963","J. Albert Frost",1
"16964","J. Albert Monroe",1
"16965","J. Alfred Gotch",1
"16966","J. Allanson Picton",1
"16967","J. Allen Smith",1
"16968","J. Alois Meier",1
"16969","J. Angus Hamilton",1
"16970","J. Anthony Ferlaine",1
"16971","J. Armoy Knox",1
"16972","J. Arthur Gibbs",1
"16973","J. Arthur Hill",1
"16974","J. Asz. Leeghwater",1
"16975","J. Atwood.Slater",1
"16976","J. B. (John Boynton) Priestley",1
"16977","J. B. Atwater",1
"16978","J. B. Bins de Saint-Victor",1
"16979","J. B. de Liefde",1
"16980","J. B. Ellenor",1
"16981","J. B. Elwell",1
"16982","J. B. Enochs",1
"16983","J. B. Henry Savigny and Alexander Correard",1
"16984","J. B. P. A. Lamarck",1
"16985","J. B. Priestley",1
"16986","J. B. Remsburg",1
"16987","J. B. Salmond",1
"16988","J. B. Supino",1
"16989","J. B. Webb",1
"16990","J. B. Woodley",1
"16991","J. Baldwin Brown",1
"16992","J. Barbey d'Aurevilly",1
"16993","J. Barbier",1
"16994","J. Bayard Taylor",1
"16995","J. Beavington Atkinson",1
"16996","J. Bell Pettigrew",1
"16997","J. Berg Esenwein",1
"16998","J. Berg Esenwein and Arthur Leeds",1
"16999","J. Boeke",1
"17000","J. Bosscha",1
"17001","J. Breckenridge Ellis",1
"17002","J. Brecknock Watson (AKA Francis St. Clair)",1
"17003","J. Bresse et al.",1
"17004","J. C. (Joseph Columbus) Manning",1
"17005","J. C. Coleman",1
"17006","J. C. F. Johnson",1
"17007","J. C. Flügel",1
"17008","J. C. Fussell",1
"17009","J. C. Lester",1
"17010","J. C. Manning",1
"17011","J. C. McFeeters",1
"17012","J. C. Meem",1
"17013","J. C. Roger",1
"17014","J. C. Roper",1
"17015","J. C. Ryle",1
"17016","J. C. Tarver",1
"17017","J. Cameron Lees",1
"17018","J. Cecil Hughes",1
"17019","J. Comyns (Joseph Comyns) Carr",1
"17020","J. Craandijk",1
"17021","J. Cree Fischer",1
"17022","J. Cuming Walters",1
"17023","J. Cuthbert Hadden",1
"17024","J. D. (John Davys) Beresford",1
"17025","J. D. Anderson",1
"17026","J. D. Cossar",1
"17027","J. D. F. Gilchrist",1
"17028","J. D. Koogle",1
"17029","J. D. Logan",1
"17030","J. D. Love",1
"17031","J. D. Paxton",1
"17032","J. D. Williams",1
"17033","J. Dennis. Harris",1
"17034","J. Dermoût",1
"17035","J. Dirks",1
"17036","J. Dodd Jackson",1
"17037","J. Donkersley",1
"17038","J. Douglas Borthwick",1
"17039","J. Dryden Kuser",1
"17040","J. Duncan Campbell",1
"17041","J. Durno",1
"17042","J. E.  Buckrose",1
"17043","J. E. (James Edmund) Vincent",1
"17044","J. E. (Jane Ellen) Panton",1
"17045","J. E. (Judson Eber) Conant",1
"17046","J. E. Acland",1
"17047","J. E. Barton",1
"17048","J. E. Buckrose",1
"17049","J. E. Bygate",1
"17050","J. E. Conner",1
"17051","J. E. Harting",1
"17052","J. E. Heeres",1
"17053","J. E. Howard",1
"17054","J. E. Hutchinson",1
"17055","J. E. Ibberson",1
"17056","J. E. Lamar",1
"17057","J. E. Le Rossignol",1
"17058","J. E. Marr",1
"17059","J. E. Taylor",1
"17060","J. E. Wallace Wallin",1
"17061","J. Edward Mercer",1
"17062","J. Edward Parrott",1
"17063","J. Ellard Gore",1
"17064","J. Elliot Ross",1
"17065","J. Ellis Barker",1
"17066","J. Elsee",1
"17067","J. Estlin Carpenter",1
"17068","J. F. Blacker",1
"17069","J. F. C. Fuller",1
"17070","J. F. Clymer",1
"17071","J. F. Colyer",1
"17072","J. F. Foster",1
"17073","J. F. Hodgetts",1
"17074","J. F. Lee",1
"17075","J. F. Loubat",1
"17076","J. F. Loughlin",1
"17077","J. F. Rutherford",1
"17078","J. F. Scheltema",1
"17079","J. Fabius",1
"17080","J. Franck Bright",1
"17081","J. Frank Dobie",1
"17082","J. Frank Hanly",1
"17083","J. Franklin Reigart",1
"17084","J. G. (John Gideon) Millingen",1
"17085","J. G. Bellett",1
"17086","J. G. Bourinot",1
"17087","J. G. Broughton Pegg",1
"17088","J. G. de Barros e Cunha",1
"17089","J. G. H. Barry",1
"17090","J. G. Kernahan and C. Kernahan",1
"17091","J. G. M'Pherson",1
"17092","J. G. Millingen",1
"17093","J. G. Swift MacNeill",1
"17094","J. G. Wenzel",1
"17095","J. George Hodgins",1
"17096","J. Gilfin Pyle",1
"17097","J. Girardin",1
"17098","J. Green",1
"17099","J. Gresham (John Gresham) Machen",1
"17100","J. Gresham Machen",1
"17101","J. Grierson",1
"17102","J. H. (James Harvey) Kidd",1
"17103","J. H. (John Henry) Patterson",1
"17104","J. H. (Julia Helen Watts) Twells",1
"17105","J. H. Aubry",1
"17106","J. H. Beibitz",1
"17107","J. H. Boerhaave",1
"17108","J. H. Brown",1
"17109","J. H. Donahey",1
"17110","J. H. Gardiner",1
"17111","J. H. Gladstone",1
"17112","J. H. Hanson",1
"17113","J. H. Holdsworth",1
"17114","J. H. Ingraham",1
"17115","J. H. Kerry-Nicholls",1
"17116","J. H. McKenzie",1
"17117","J. H. Merle  D'Aubigne",1
"17118","J. H. Merle D'Aubigne",1
"17119","J. H. Müntz",1
"17120","J. H. Pearce",1
"17121","J. H. Philpot",1
"17122","J. H. Rosny",1
"17123","J. H. Shorthouse",1
"17124","J. H. Slater",1
"17125","J. H. Stickney",1
"17126","J. H. Van Evrie",1
"17127","J. H. Walden",1
"17128","J. H. Yoxall",1
"17129","J. Hamilton Fyfe",1
"17130","J. Hamp SeCheverell",1
"17131","J. Harold Putman",1
"17132","J. Harrington Keene",1
"17133","J. Harris Knowles",1
"17134","J. Hart",1
"17135","J. Harwood Panting",1
"17136","J. Henry Harris",1
"17137","J. Henry Middleton",1
"17138","J. Horace McFarland",1
"17139","J. Howard Cromwell",1
"17140","J. Howard Pugh",1
"17141","J. Irwin Brown",1
"17142","J. J. (Josef Julius) Wecksell",1
"17143","J. J. Allerton",1
"17144","J. J. Connington",1
"17145","J. J. Foster",1
"17146","J. J. Graaf",1
"17147","J. J. Grayson",1
"17148","J. J. Rodrigues de Matos",1
"17149","J. J. Smith",1
"17150","J. J. Tobin",1
"17151","J. J. von Tschudi",1
"17152","J. Jackson Wray",1
"17153","J. Jongejans",1
"17154","J. K. Huysmans",1
"17155","J. Kemper",1
"17156","J. Krishnamurti",1
"17157","J. L. B.",1
"17158","J. L. Baker",1
"17159","J. L. Campbell",1
"17160","J. L. Duff",1
"17161","J. L. Heiberg",1
"17162","J. L. Hughes",1
"17163","J. L. Lastarria",1
"17164","J. L. M. Curry",1
"17165","J. L. McConnel",1
"17166","J. L. Morison",1
"17167","J. L. Underwood",1
"17168","J. L. Worden et al.",1
"17169","J. L. Wortman",1
"17170","J. Lamberg",1
"17171","J. Lewis Bonhote",1
"17172","J. M. Bechstein",1
"17173","J. M. Farrar",1
"17174","J. M. J. Catenius-van der Meijden",1
"17175","J. M. Kennedy",1
"17176","J. M. Peck",1
"17177","J. M. Travers",1
"17178","J. M. W. Silver",1
"17179","J. M. W. Turner",1
"17180","J. M. Walsh",1
"17181","J. M. Wheeler and G. W. Foote",1
"17182","J. M. Woodman",1
"17183","J. Macartney-Filgate",1
"17184","J. MacDonald Oxley",1
"17185","J. Malcolm Bird",1
"17186","J. Marion Shull",1
"17187","J. Maxwell",1
"17188","J. Maxwell Wood",1
"17189","J. McDonald Oxley",1
"17190","J. Mclaren Cobban",1
"17191","J. Meade Falkner",1
"17192","J. Michelet",1
"17193","J. Middleton Murry",1
"17194","J. Mitchell Bruce",1
